id,idno,nation_abbreviation,statement_title,database,data_url,nation_name,year,producers_name,entity_name,entity_contact,abstract,coll_dates,analysis_unit,geog_coverage,data_kind,notes,method_data_collectors_name,method_sampling,method_coll_mode,method_research_instrument,method_weight,cit_req,disclaimer,project_specific,idp,Longitude,Latitude,Region,Economy,income_group,original,country_of_birth,country_of_citizenship,acquisition_of_citizenship,date_arrival,reason_for_migration,place_of_birth,date_of_first_dp,date_of_recent_dp,main_reason_initial,main_reason_recent,loc_habit,loc_usual,Region_v2,tag_new_food_insecurity,tag_new_health,tag_new_water_sanitation,tag_new_education,tag_new_welfare,tag_new_labor_employment,tag_new_finance_credit_debt,tag_new_protection,tag_new_gender,tag_new_safety_security_conflict,tag_new_housing_assets,tag_new_shocks,tag_new_agriculture_livestock_fishery,tag_new_subjective_poverty,tag_new_coping_mechanisms,tag_new_demographics,tag_new_social,tag_new_remmitance,tag_new_child_labor,tag_new_migration
400,DDI_WBG_ETH_2017_SPS_v01_M_WB,ETH,Skills Profile Survey 2017,UNHCR MDL,https://microdata.unhcr.org/index.php/catalog/400,Ethiopia,2017,Development Data Group,Utz Johann Pape (IBRD - World Bank),Utz Johann Pape/IBRD/upape@worldbank.org/,"The SPS 2017 was conducted in refugee camps and host communities in four regions in Ethiopia. The survey was used to draw a profile for skills and potential opportunities for refugees and host communities to design a better mix of approaches which could help the government in designing livelihood opportunities for these communities. The SPS 2017 contains information on employment, barriers to labor force participation, livelihood structures of refugees before displacement, education and economic conditions as well as access to services, and perceptions. The data combines detailed household questionnaire information with displacement-specific information including drivers of displacement, access to resettlement mechanisms, and return intentions. It also includes comprehensive information on assets and consumption, to allow estimation of poverty based on the Rapid Consumption methodology as detailed in Pape and Mistiaen (2018).",2017-08-07-2017-11-2,Household and individual.,"The Skills Profile Survey 2017 covered refugees in camps, and surrounding host communities, in Ethiopia. Refugees of four nationalities were surveyed: Eritrean, Somali, South Sudanese, and Sudanese. Only the refugees living in camps were surveyed, because tracing households outside the camps was not feasible. However, 66 percent of all refugees in Ethiopia live in camps, while those that live outside camps are largely Eritrean. Host communities, defined as Ethiopian non-displaced households living within a 5km radius of a camp, were also surveyed.",Sample survey data [ssd],NA,NA,"The SPS 2017 is a household survey with a multi-stage stratified random sample. The sampling frame was the list of refugee camps, sites and locations as of January 2017, provided by UNHCR-Ethiopia. The sample consisted of four strata based on four regions: Tigray Afar (Eritrean refugees), Gambella (South Sudanese refugees), Benishangul Gumuz (Sudanese refugees), and Somali (Somali refugees). Each region hosts predominantly one refugee nationality leading to an implicit stratification based on nationality. In each stratum, camps were divided into Enumeration Areas (EAs) of equal size using GIS technology, and 82 EAs were selected per stratum. Within the stratum, the number of EAs per camp was selected proportional to the size of the camp. Within camps, EAs were selected with equal probability. Within each selected EA, all households were listed and then 12 were randomly selected for interview. 

The host community sample consisted of the same four regional strata. Within each stratum, areas within a 5km radius of a camp, were divided into EAs of equal size. Of these EAs, those classified as 'residential' by Open Street Maps were used as the sampling frame. 42 EAs were selected per stratum. Within a stratum, EAs were selected using probability proportional to size, with the probability of selection of an EA corresponding to the area of the EA. Within each selected EA, all households were listed and then 12 were randomly selected for interview.",Computer Assisted Personal Interview [capi],"The questionnaire contains modules on Household Member Roster, Household Characteristics, Food Consumption, Non food consumption, Livestock, Durable Good, Wellbeing and Opinions and Forced Displacement, Movement and Return Intentions. The questionnaire is available for download with the dataset.","The sampling weight is the inverse probability of selection. The selection probability for a household can be decomposed into the selection probability of the EA within the stratum, and the selection probability of the household within the EA. For refugees, the selection probability of an EA is calculated as the number of households within the EA divided by the number of households within the stratum, multiplied by the number of selected EAs in the stratum. For the host community, the selection probability of an EA is calculated as the number of EAs selected per stratum divided by the total number of EAs in the stratum. The selection probability for a household within an EA is constant across households, and is calculated as the number of households selected in the EA (usually 12) divided by the total number of households listed in the EA. Sampling weights for refugees were scaled to equal the number of households per strata as per the sampling frame provided by UNHCR. Due to changes in the sample during fieldwork, the number of EAs surveyed in each stratum differed from the original sample. The weights were also scaled to correct for this change.","Use of the dataset must be acknowledged using a citation which would include: - the Identification of the Primary Investigator - the title of the survey (including country, acronym and year of implementation) - the survey reference number - the source and date of download.","The user of the data acknowledges that the original collector of the data, the authorized distributor of the data, and the relevant funding agency bear no responsibility for use of the data or for interpretations or inferences based upon such uses.",0,0,39.60924823357933,8.614180691725513,Sub-Saharan Africa,Ethiopia,Low income,1,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,Eastern/Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,NA,ETH,Standardized Expanded Nutrition Survey (SENS) in Melkadida Refugee Camps - 2018,UNHCR MDL,https://microdata.unhcr.org/index.php/catalog/114,Ethiopia,2018,NA,UNHCR,N/A,"Dollo Ado district hosts Somali refugees in five refugee camps of Melkadida; Bokolmanyo, Melkadida, Kobe, Hilaweyn and Buramino. The first camp, Bokolmanyo was opened in Oct 2009 and followed Melkadida in 2010. In 2011, there was a major influx as a result of insecurity in Somalia, resulting in the establishment of Kobe, Hilaweyn, and Buramino camps in June 2011, August 2011 and November 2012 respectively. Refugees continue to arrive in small numbers since 2011. On 31 March 2018 (source: UNHCR ProGres) the total population is 217,494 with 21,010 under-five children. A joint UNHCR, WFP, ARRA, IMC and Humedica Standardized Expanded Nutrition Survey (SENS) was carried out in the five Somali refugee’s camps in Melkadida/Dollo Ado refugee camps from 20th March to 24th April 2018, with the main objective to assess the general health and nutrition status of refugees, and formulate workable recommendations for appropriate nutritional and public health interventions. A total of 1801 households were sampled.",2018-03-20-2018-04-2,"Households, children (0-59 months) women (15-49 years).",Refugee sites of Melkadida.,Sample survey data [ssd],"The Ethiopia SENS 2018 includes: - Households: food security, wash. - Women: anemia - Children: anemia, anthropometry, infant and young child feeding (IYCF)",UNHCR,"For this survey, a stratified single stage random sample design was employed, where the different camps are considered the strata. All households were physically labbelled with unique numbers per zone/block in each strata. Empty or abandoned houses were excluded from the sampling frame. The overal sample size is 1801 households.",Face-to-face interview: Mobile,"The questionnaires for the Ethiopia SENS are based on the SENS version 2 with minor modifications. On a household level, the WASH module, Food Security and Mortality modules were included. In addition to a household questionnaire, questionnaires were administered for women aged 15-49 (anemi) and children below 5 years (anemi, IYCF, anthropometry).","Sample weights were included at the curation stage, to account for the different sample rates within the camps. The sample weights are the inverse of the probability of selection of the household, where the number of households in the sample is based on the data and the number of households in the population is based on progress data.","UNHCR (2022). Ethiopia: SENS in Melkadida, 2018. Accessed from: https://microdata.unhcr.org.",UNHCR does not warrant in any way the accuracy of the information and data contained in the datasets and shall not be held liable for any loss caused by reliance on the accuracy or reliability thereof.,0,0,39.60924823357933,8.614180691725513,Sub-Saharan Africa,Ethiopia,Low income,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,Eastern/Southern Africa,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
647,UNHCR_GTM_2021_HFS_Q4_v2.1,GTM,High Frequency Survey - 2021,UNHCR MDL,https://microdata.unhcr.org/index.php/catalog/647,Guatemala,2021,UNHCR,UNHCR,Curation team/UNHCR/microdata@unhcr.org,"The data was collected using the High Frequency Survey (HFS), the new regional data collection tool & methodology launched in the Americas. The survey allowed for better reaching populations of interest with new remote modalities (phone interviews and self-administered surveys online) and improved sampling guidance and strategies. It includes a set of standardized regional core questions while allowing for operation-specific customizations. The core questions revolve around populations of interest's demographic profile, difficulties during their journey, specific protection needs, access to documentation & regularization, health access, coverage of basic needs, coping capacity & negative mechanisms used, and well-being & local integration. The data collected has been used by countries in their protection monitoring analysis and vulnerability analysis.",2021-01-01-2021-12-31,Household,National,Multi-frame sampling,"The scope includes: 
- household characteristics 
- demographic profile 
- journey 
- protection needs 
- access to documentation 
- health 
- basic needs 
- coping capacity 
- local integration 
- Covid impact",UNHCR,"In the absence of a well-developed sampling-frame for forcibly displaced populations in the Americas, the High Frequency Survey employed a multi-frame sampling strategy where respondents entered the sample through one of three channels: (i) those who opt-in to complete an online self-administered version of the questionnaire which was widely circulated through refugee social media; (ii) persons identified through UNHCR and partner databases who were remotely-interviewed by phone; and (iii) random selection from the cases approaching UNHCR for registration or assistance. The total sample size was 4121 households. At the time of the survey, the population of concern was estimated at around 110000 individuals.",Other [oth],"Questionaire contained the following sections: journey, family composition, vulnerability, basic Needs, coping capacity,well-being,COVID-19 Impact.",A weight was calculated dividing the estimated population size by the sample size.,UNHCR (2021). Guatemala: High Frequency Survey - 2021. Accessed from: https://microdata.unhcr.org,NA,0,0,-90.36174203270922,15.688669984455627,Latin America & Caribbean,Guatemala,Upper middle income,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Latin America & Caribbean,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
657,UNHCR_GTM_2022_HFS_Q1_v2.1,GTM,High Frequency Survey - Q1 2022,UNHCR MDL,https://microdata.unhcr.org/index.php/catalog/657,Guatemala,2022,UNHCR,UNHCR,Curation team/UNHCR/microdata@unhcr.org,"The data was collected using the High Frequency Survey (HFS), the new regional data collection tool & methodology launched in the Americas. The survey allowed for better reaching populations of interest with new remote modalities (phone interviews and self-administered surveys online) and improved sampling guidance and strategies. It includes a set of standardized regional core questions while allowing for operation-specific customizations. The core questions revolve around populations of interest's demographic profile, difficulties during their journey, specific protection needs, access to documentation & regularization, health access, coverage of basic needs, coping capacity & negative mechanisms used, and well-being & local integration. The data collected has been used by countries in their protection monitoring analysis and vulnerability analysis.",2022-01-01-2022-03-31,Household,National,Multi-frame sampling,"The scope includes: 
- household characteristics 
- demographic profile 
- journey 
- protection needs 
- access to documentation 
- health 
- basic needs 
- coping capacity 
- local integration 
- Covid impact",UNHCR,"In the absence of a well-developed sampling-frame for forcibly displaced populations in the Americas, the High Frequency Survey employed a multi-frame sampling strategy where respondents entered the sample through one of three channels: (i) those who opt-in to complete an online self-administered version of the questionnaire which was widely circulated through refugee social media; (ii) persons identified through UNHCR and partner databases who were remotely-interviewed by phone; and (iii) random selection from the cases approaching UNHCR for registration or assistance. The total sample size was 274 households. At the time of the survey, the population of concern was estimated at around 110000 individuals.",Other [oth],"Questionaire contained the following sections: journey, family composition, vulnerability, basic Needs, coping capacity,well-being,COVID-19 Impact.",A weight was calculated dividing the estimated population size by the sample size.,UNHCR (2022). Guatemala: High Frequency Survey - Q1 2022. Accessed from: https://microdata.unhcr.org,NA,0,0,-90.36174203270922,15.688669984455627,Latin America & Caribbean,Guatemala,Upper middle income,1,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,Latin America & Caribbean,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
494,UNHCR_GTM_2021_HFS_Q1Q2_v2.1,GTM,High Frequency Survey - Q1Q2 2021,UNHCR MDL,https://microdata.unhcr.org/index.php/catalog/494,Guatemala,2021,UNHCR,UNHCR,Curation team/UNHCR/microdata@unhcr.org,"The data was collected using the High Frequency Survey (HFS), the new regional data collection tool & methodology launched in the Americas. The survey allowed for better reaching populations of interest with new remote modalities (phone interviews and self-administered surveys online) and improved sampling guidance and strategies. It includes a set of standardized regional core questions while allowing for operation-specific customizations. The core questions revolve around populations of interest's demographic profile, difficulties during their journey, specific protection needs, access to documentation & regularization, health access, coverage of basic needs, coping capacity & negative mechanisms used, and well-being & local integration. The data collected has been used by countries in their protection monitoring analysis and vulnerability analysis.",2021-01-01-2021-06-30,Household,National,Multi-frame sampling,"The scope includes: 
- household characteristics 
- demographic profile 
- journey 
- protection needs 
- access to documentation 
- health 
- basic needs 
- coping capacity 
- local integration 
- Covid impact",UNHCR,"In the absence of a well-developed sampling-frame for forcibly displaced populations in the Americas, the High Frequency Survey employed a multi-frame sampling strategy where respondents entered the sample through one of three channels: (i) those who opt-in to complete an online self-administered version of the questionnaire which was widely circulated through refugee social media; (ii) persons identified through UNHCR and partner databases who were remotely-interviewed by phone; and (iii) random selection from the cases approaching UNHCR for registration or assistance. The total sample size was 436 households.",Other [oth],"Questionaire contained the following sections: journey, family composition, vulnerability, basic Needs, coping capacity,well-being,COVID-19 Impact.",NA,UNHCR (2021). Guatemala: High Frequency Survey - Q1Q2 2021. Accessed from: https://microdata.unhcr.org,NA,0,0,-90.36174203270922,15.688669984455627,Latin America & Caribbean,Guatemala,Upper middle income,1,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,Latin America & Caribbean,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
572,UNHCR_GTM_2021_HFS_Q3_v2.1,GTM,High Frequency Survey - Q3 2021,UNHCR MDL,https://microdata.unhcr.org/index.php/catalog/572,Guatemala,2021,UNHCR,UNHCR,Curation team/UNHCR/microdata@unhcr.org,"The data was collected using the High Frequency Survey (HFS), the new regional data collection tool & methodology launched in the Americas. The survey allowed for better reaching populations of interest with new remote modalities (phone interviews and self-administered surveys online) and improved sampling guidance and strategies. It includes a set of standardized regional core questions while allowing for operation-specific customizations. The core questions revolve around populations of interest's demographic profile, difficulties during their journey, specific protection needs, access to documentation & regularization, health access, coverage of basic needs, coping capacity & negative mechanisms used, and well-being & local integration. The data collected has been used by countries in their protection monitoring analysis and vulnerability analysis.",2021-07-01-2021-09-30,Household,National,Multi-frame sampling,"The scope includes: 
- household characteristics 
- demographic profile 
- journey 
- protection needs 
- access to documentation 
- health 
- basic needs 
- coping capacity 
- local integration 
- Covid impact",UNHCR,"In the absence of a well-developed sampling-frame for forcibly displaced populations in the Americas, the High Frequency Survey employed a multi-frame sampling strategy where respondents entered the sample through one of three channels: (i) those who opt-in to complete an online self-administered version of the questionnaire which was widely circulated through refugee social media; (ii) persons identified through UNHCR and partner databases who were remotely-interviewed by phone; and (iii) random selection from the cases approaching UNHCR for registration or assistance. The total sample size was 1786 households. At the time of the survey, the population of concern was estimated at around 110000 individuals.",Other [oth],"Questionaire contained the following sections: journey, family composition, vulnerability, basic Needs, coping capacity,well-being,COVID-19 Impact.",A weight was calculated dividing the estimated population size by the sample size.,UNHCR (2021). Guatemala: High Frequency Survey - Q3 2021. Accessed from: https://microdata.unhcr.org,NA,0,0,-90.36174203270922,15.688669984455627,Latin America & Caribbean,Guatemala,Upper middle income,1,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,Latin America & Caribbean,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
443,UNHCR_GTM_2020_HFS_Q4_v2.1,GTM,High Frequency Survey - Q4 2020,UNHCR MDL,https://microdata.unhcr.org/index.php/catalog/443,Guatemala,2020,UNHCR,UNHCR,Curation team/UNHCR/microdata@unhcr.org,"The data was collected using the High Frequency Survey (HFS), the new regional data collection tool & methodology launched in the Americas. The survey allowed for better reaching populations of interest with new remote modalities (phone interviews and self-administered surveys online) and improved sampling guidance and strategies. It includes a set of standardized regional core questions while allowing for operation-specific customizations. The core questions revolve around populations of interest’s demographic profile, difficulties during their journey, specific protection needs, access to documentation & regularization, health access, coverage of basic needs, coping capacity & negative mechanisms used, and well-being & local integration. The data collected has been used by countries in their protection monitoring analysis and vulnerability analysis.",2020-10-01-2020-12-31,Household,National,Multi-frame sampling,"The scope includes: 
- household characteristics 
- demographic profile 
- journey 
- protection needs 
- access to documentation 
- health 
- basic needs 
- coping capacity 
- local integration 
- Covid impact",UNHCR,"In the absence of a well-developed sampling-frame for forcibly displaced populations in the Americas, the High Frequency Survey employed a multi-frame sampling strategy where respondents entered the sample through one of three channels: (i) those who opt-in to complete an online self-administered version of the questionnaire which was widely circulated through refugee social media; (ii) persons identified through UNHCR and partner databases who were remotely-interviewed by phone; and (iii) random selection from the cases approaching UNHCR for registration or assistance. The total sample size was 488 refugee households.",Other [oth],"Questionaire contained the following sections: journey, family composition, vulnerability, basic Needs, coping capacity,well-being,COVID-19 Impact.",NA,"UNHCR: Guatemala - High Frequency Survey - Q4 2020. UNHCR microdata library, https://microdata.unhcr.org",NA,0,0,-90.36174203270922,15.688669984455627,Latin America & Caribbean,Guatemala,Upper middle income,1,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,Latin America & Caribbean,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
263,NA,GTM,"Protection Monitoring, 2020",UNHCR MDL,https://microdata.unhcr.org/index.php/catalog/263,Guatemala,2019,UNHCR,UNHCR,Curation team/UNHCR/microdata@unhcr.org/,"The size of the outflows from Venezuela sharply increased from some 700,000 in 2015 to over 4 million by June 2019, largely driven by a substantial deterioration of the situation in the country. Given the disruption of the functioning of some democratic institutions and rule of law, and its impact on the preservation of security, economic stability, health, public peace and the general welfare system, the crisis continues to worsen and serious human rights violations are widely reported. The displacement outside Venezuela has mostly affected countries in Latin America and the Caribbean, particularly Argentina, Brazil, Chile, Colombia, Ecuador, Peru, and the southern Caribbean islands. Most governments in the region have made efforts to facilitate access to territory, documentation and access to services, but the capacity of host countries has become overstretched to address the increasing protection and integration needs, resulting in tighter border controls being put in place. Protection monitoring is a core UNHCR activity which aims at ensuring an adequate and timely understanding of the protection situation of persons affected by forced displacement. The action-oriented nature of protection monitoring allows UNHCR to adapt to the needs and protection risks faced by persons displaced outside Venezuela and informs a broad range of responses.",2019-08-01-2020-01-3,Household and individual,N/A,Sample survey data [ssd],"The scope includes:
- Characteristics of the household
- Coping mechanisms
- Health access
- Characteristics of the dwelling
- Movements
- Characteristics of the individual
- Education",UNHCR,"UNHCR undertook a survey to understand the protection needs of Venezuelan persons of concern (asylum-seekers and refugees) by taking a sample of those who registered with UNHCR. This survey was conducted through the Protection Monitoring Tool (PMT).
		  
The survey was voluntary, and each respondent’s consent was obtained before posing questions. The responses are not a representative sampling of the Venezuelan population, but rather those who registered with UNHCR, and who consented to the survey. 

The survey was extensive, providing answers to over 100 questions. It covered general profiles, household composition, travel routes, education, and employment. The information was collected using KOBO Toolkit, the corporate tool of UNHCR.",Face-to-face,"The questionnaire contained the following sections: household, members, incidents, route points.","Weight was calculated dividing the total number of asylum-seekers and refugees households in the country, according to available data, by the number of households in the dataset.","Please cite as follows:

UNHCR (2020) Protection Monitoring. Ref. UNHCR_GTM_PM_2020. UNHCR microdata library: https://microdata.unhcr.org",NA,0,0,-90.36174203270922,15.688669984455627,Latin America & Caribbean,Guatemala,Upper middle income,1,1,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,Latin America & Caribbean,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1025,UNHCR_GTM_2022_RMS_v2.1,GTM,"Results Monitoring Survey, 2022",UNHCR MDL,https://microdata.unhcr.org/index.php/catalog/1025,Guatemala,2022,UNHCR,UNHCR,Curation team/UNHCR/microdata@unhcr.org,"The UNHCR Results Monitoring Surveys (RMS) is a household-level survey on people with and for whom UNHCR works or who benefit from direct or indirect assistance provided by UNHCR, including refugees and asylum seekers, internally displaced persons, returnees, stateless and others of concern. The objective of the survey is to monitor impact and outcome level indicators on education, healthcare, livelihoods, protection concerns, shelter, and water and sanitation. The results contribute to an evidence base for reporting against UNHCR's multi-year strategies to key stakeholders. This RMS took place in Guatemala in July 2022 at national level.
",2022-07-11-2022-07-30,Household and individual,NA,Sample survey data [ssd],"The scope includes:
- household demographics
- healthcare
- assistance
- protection needs
",UNHCR,NA,Computer Assisted Personal Interview [capi],"The questionnaire contained the following sections: Survey Information , Socio-economic Indicators & Mobility, Information on the well-being of the household, Habitable and affordable housing, Habitable housing and access to basic services, Health Services and Social Protection, Perceptions on safety and gender-based violence.",NA,"UNHCR (2022). Guatemala: Results Monitoring Survey, 2022. Accessed from: https://microdata.unhcr.org",NA,0,0,-90.36174203270922,15.688669984455627,Latin America & Caribbean,Guatemala,Upper middle income,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Latin America & Caribbean,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
654,UNHCR_HND_2021_HFS_Q4_v2.1,HND,High Frequency Survey - 2021,UNHCR MDL,https://microdata.unhcr.org/index.php/catalog/654,Honduras,2021,UNHCR,UNHCR,Curation team/UNHCR/microdata@unhcr.org,"The data was collected using the High Frequency Survey (HFS), the new regional data collection tool & methodology launched in the Americas. The survey allowed for better reaching populations of interest with new remote modalities (phone interviews and self-administered surveys online) and improved sampling guidance and strategies. It includes a set of standardized regional core questions while allowing for operation-specific customizations. The core questions revolve around populations of interest's demographic profile, difficulties during their journey, specific protection needs, access to documentation & regularization, health access, coverage of basic needs, coping capacity & negative mechanisms used, and well-being & local integration. The data collected has been used by countries in their protection monitoring analysis and vulnerability analysis.",2021-01-01-2021-12-31,Household,National,Multi-frame sampling,"The scope includes: 
- household characteristics 
- demographic profile 
- journey 
- protection needs 
- access to documentation 
- health 
- basic needs 
- coping capacity 
- local integration 
- Covid impact",UNHCR,"In the absence of a well-developed sampling-frame for forcibly displaced populations in the Americas, the High Frequency Survey employed a multi-frame sampling strategy where respondents entered the sample through one of three channels: (i) those who opt-in to complete an online self-administered version of the questionnaire which was widely circulated through refugee social media; (ii) persons identified through UNHCR and partner databases who were remotely-interviewed by phone; and (iii) random selection from the cases approaching UNHCR for registration or assistance. The total sample size was 64 households. At the time of the survey, the population of concern was estimated at around 3000 individuals.",Other [oth],"Questionaire contained the following sections: journey, family composition, vulnerability, basic Needs, coping capacity,well-being,COVID-19 Impact.",A weight was calculated dividing the estimated population size by the sample size.,UNHCR (2021). Honduras: High Frequency Survey - 2021. Accessed from: https://microdata.unhcr.org,NA,0,0,-86.62611377372447,14.823328068604525,Latin America & Caribbean,Honduras,Lower middle income,1,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,Latin America & Caribbean,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
566,NA,HND,"Internal displacement profiling, 2018",UNHCR MDL,https://microdata.unhcr.org/index.php/catalog/566,Honduras,2018,UNHCR,Comisión Interinstitucional para la Protección de las Personas Desplazadas Internamente por la Violencia;Secretaría de Derechos Humanos,Curation team/UNHCR/microdata@unhcr.org/,"The main objective of this study is to collect evidence that allows to improve the understanding of the phenomenon of internal displacement in Honduras, know the magnitude and the impact, promote the design of the institutional and legal framework to strengthen the response to this problem in the country.

 On In this sense, the objectives of the study are the following: 
 - Estimate the population affected by displacement internal at the national level, with disaggregated information by gender and age, as well as geographically. 
 - Identify updated profiles of the population displaced and at risk, including, among others, the characterization by gender identity and origin ethnic. 
 - Delve into the causes and perpetrators of internal displacement. 
 - Analyze, from a comparative point of view with the rest of the population, the situation of the population internally displaced including their socioeconomic status, living conditions, protection needs. 
 - Identify needs, vulnerabilities, capacities and mechanisms to protect the displaced population and at risk.",2018-08-01-2018-08-3,Household and individual.,National,Sample survey data [ssd],"The scope includes:
- household and individual demographics
- dwelling characteristics
- food security
- livelihoods
- safety and risks
- incidents
- health
- education",Instituto Nacional de Estadística,"The survey's objective was to deliver representative data of Honduras households affected by internal displacement at national level. For this survey a stratified sample design was applied to take into account that the distribution of the displaced population is more concentrated in certain geographical areas of the country. The total population at the time of the survey was estimated at around 58,500 households. The total sample size was 1,673 refugee households.",Face-to-face,"The questionnaire included the following sections: household characteristics, dwelling, livelihoods, incidents and displacement, individual characteristics.",Weights were calculated for each stratum independently according to the selection probabilities of the sample design (total size of each stratum over sample size),"Comisión Interinstitucional para la Protección de las Personas Desplazadas Internamente por la Violencia, Secretaría de Derechos Humanos, UNHCR, JIPS (2018). Honduras: Internal displacement profiling, 2018. Accessed from: https://microdata.unhcr.org",NA,0,1,-86.62611377372447,14.823328068604525,Latin America & Caribbean,Honduras,Lower middle income,1,NA,NA,NA,NA,NA,0,1,1,1,1,1,1,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
993,HDX_reach-haiti-evaluation-multisectorielles-des-besoins-msna-2022-base-de-donnees-menages_vEXT,HTI,"Multi Sector Needs Assessment, 2022",UNHCR MDL,https://microdata.unhcr.org/index.php/catalog/993,Haiti,2022,HDX,REACH,N/A,"La nature multiforme de la crise en Haïti explique que la coordination humanitaire estime à 4,9 millions le nombre de personnes dans le besoin en 2022. Tandis que l’accès humanitaire représente un obstacle de plus en plus tangible à la collecte d’information, en raison du caractère enclavé de certaines zones et du contexte sécuritaire volatile, les données disponibles sont généralement spécifiques à une intervention, un lieu ou un secteur.

Afin de répondre à ces défis en termes de gestion de l’information, REACH, sous le mandat du GCIS a facilité pour la première fois en Haïti une Evaluation multisectorielle des besoins (MSNA) qui couvre l'ensemble du territoire afin d'informer le Cycle de programmation humanitaire (HPC) 2023.

La collecte de données a eu lieu du 12 juin au 13 septembre 2022. 3896 ménages ont participé à l'enquête, dont 1188 dans la Zone métropolitaine de Port-au-Prince. Les entretiens ont été effectués en personne.

REACH Initiative a effectué la collecte pour les ménages en population générale. L'échantillon est stratifié par grappes avec un niveau de confiance de 95% et une marge d'erreur de 10%. Les données sont disponibles au niveau des départements et des milieux (soit rural, soit urbain), et au niveau des communes pour la Zone métropolitaine de Port-au-Prince. L'échantillon n'a pas pu être complété pour le département de l'Ouest en zone rurale du fait des contraintes sécuritaires de septembre 2022, les résultats sont donc à considérer comme indicatifs. Pour les populations déplacées et rapatriées, les données ont été collectées par l'OIM.

Le questionnaire a été mis au point avec les partenaires sectoriels et les groupes de travail thématiques. Il est traduit en créole haïtien.",2022-06-12-2022-09-13,NA,Haiti,Sample survey data [ssd],NA,REACH,NA,Computer Assisted Personal Interview [capi],NA,NA,NA,NA,0,0,-72.6891332388887,18.934810964787157,Latin America & Caribbean,Haiti,Lower middle income,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Latin America & Caribbean,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
924,UNHCR_IDN_2022_CWC_anon_data_v2.1,IDN,High Frequency Survey: Communication with Communities - 2022,UNHCR MDL,https://microdata.unhcr.org/index.php/catalog/924,Indonesia,2022,UNHCR,UNHCR,Curation team/UNHCR/microdata@unhcr.org,"The aim of the survey was to assess displaced people's access to protection support during the pandemic and absence of in-person services. To do so, the survey assessed awareness and usage of major communication and information channels between refugee communities and UNHCR, identified unaddressed protection issues amongst respondents, and asked about awareness and use of alternative sources for support. The survey targeted registered refugees in the greater Jakarta area as in-person services were suspended for significantly longer here than elsewhere in the country. 426 responses were gathered using IVR (Interactive Voice Response). Only refugees with an active phone number registered were included in the sample. The results paint a picture of these three topics separately as well as identify hidden caseloads and there existing support opportunities.",2022-12-15-2023-01-09,Individuals,Jakarta,Sample survey data [ssd],"The phone survey covered the following topics:
  1) Familiarity with four channels of communication: Kobo, UNHCR Help page, Turn.io chatbot, UNHCR email
  2) Respondents experience of legal, GBV, medical or documentation protection challenges and whether they had been able to get support
  3) Respondent use of alternative sources of support, UNHCR patners, refugees representatives, learnings centres etc for thre types of inquiries",Viamo,1071 phone numbers were sampled from ProGres database to get 400 responses,Computer Assisted Telephone Interview [cati],NA,NA,UNHCR (2023). Indonesia: High Frequency Survey: Communication with Communities - 2022. Accessed from: https://microdata.unhcr.org,NA,0,0,117.20079926124777,-2.2696356364618113,East Asia & Pacific,Indonesia,Lower middle income,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asia & Pacific,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
